"DV_group","Food_Insecurity_Index","Unsafe_Score","WellBeing_Score"
"survivors",0.75,0.424242424242424,0.497474747474747
"survivors",0.125,0.75,0.597222222222222
"survivors",0.25,0.666666666666667,0.583333333333333
"survivors",0,0,0.888888888888889
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",1,0.75,0.305555555555556
"survivors",0.125,0.416666666666667,0.6375
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.5,0.363636363636364,0.540909090909091
"survivors",0.125,0.583333333333333,0.652777777777778
"survivors",0.625,0.0833333333333333,0.652777777777778
"survivors",0.5,0.416666666666667,0.525
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.125,0.416666666666667,0.6375
"survivors",0,0.545454545454545,0.707070707070707
"survivors",0,0.25,0.805555555555556
"survivors",0.375,0.242424242424242,0.683080808080808
"survivors",0,0.272727272727273,0.797979797979798
"survivors",0,0.0833333333333333,0.861111111111111
"survivors",0.75,0.583333333333333,0.4
"survivors",0.25,0.416666666666667,0.666666666666667
"survivors",0,0.25,0.805555555555556
"survivors",0.375,0.5,0.5375
"survivors",0.125,0.5,0.680555555555556
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0,0.416666666666667,0.75
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",0,0.0833333333333333,0.861111111111111
"survivors",0.375,0.5,0.597222222222222
"survivors",0,0.5,0.65
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0.375,0.222222222222222,0.689814814814815
"survivors",0.625,0.5,0.513888888888889
"survivors",0.625,0.166666666666667,0.625
"survivors",0.25,0.583333333333333,0.611111111111111
"survivors",0.5,0.5,0.555555555555556
"survivors",0.125,0.666666666666667,0.625
"survivors",0.625,0.212121212121212,0.609848484848485
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0.625,0.5,0.513888888888889
"survivors",0.125,1,0.4625
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.875,0.5,0.3875
"survivors",0.5,0.363636363636364,0.601010101010101
"survivors",0,0.5,0.722222222222222
"survivors",0.125,0.0833333333333333,0.819444444444444
"survivors",0,0.888888888888889,0.592592592592593
"survivors",0.25,0.416666666666667,0.666666666666667
"survivors",0.625,0.416666666666667,0.4875
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0.375,0.333333333333333,0.652777777777778
"survivors",0.25,0.666666666666667,0.583333333333333
"survivors",0.125,0.416666666666667,0.708333333333333
"survivors",0,0.583333333333333,0.694444444444445
"survivors",1,0.75,0.305555555555556
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0,0.25,0.805555555555556
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.375,0.666666666666667,0.4875
"survivors",0.375,0.333333333333333,0.652777777777778
"survivors",0.25,0,0.805555555555556
"survivors",0.375,0.416666666666667,0.625
"survivors",0.375,0.222222222222222,0.620833333333333
"survivors",0.375,0.416666666666667,0.625
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.75,0.151515151515152,0.588383838383838
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.125,0.583333333333333,0.652777777777778
"survivors",0.125,0.833333333333333,0.569444444444445
"survivors",0,0.266666666666667,0.8
"survivors",0.625,0.333333333333333,0.5125
"survivors",0,0.444444444444444,0.740740740740741
"survivors",0,0.25,0.725
"survivors",0.5,0.666666666666667,0.45
"survivors",0.25,0,0.805555555555556
"survivors",0,0.5,0.722222222222222
"survivors",0,0.5,0.722222222222222
"survivors",0,0.333333333333333,0.7
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.125,0.583333333333333,0.652777777777778
"survivors",1,0.5,0.388888888888889
"survivors",0,1,0.555555555555556
"survivors",0,0.416666666666667,0.75
"survivors",0.125,0.916666666666667,0.541666666666667
"survivors",0.125,0.5,0.6125
"survivors",0.125,0.212121212121212,0.776515151515151
"survivors",0.125,0.272727272727273,0.756313131313131
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",0.375,0.333333333333333,0.652777777777778
"survivors",0,0.366666666666667,0.766666666666667
"survivors",0.75,0.363636363636364,0.517676767676768
"survivors",0.875,0.333333333333333,0.486111111111111
"survivors",0,0.5,0.722222222222222
"survivors",0.625,0.363636363636364,0.559343434343434
"survivors",0.625,0.416666666666667,0.541666666666667
"survivors",0.625,0.166666666666667,0.625
"survivors",0.375,0.416666666666667,0.625
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.375,0.583333333333333,0.569444444444445
"survivors",0.625,0.5,0.513888888888889
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.875,0.151515151515152,0.492045454545455
"survivors",0.625,0.5,0.513888888888889
"survivors",0.625,0.444444444444444,0.532407407407407
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0,0.0833333333333333,0.861111111111111
"survivors",0.375,0.5,0.5375
"survivors",0.625,0.151515151515152,0.630050505050505
"survivors",0.25,0.25,0.722222222222222
"survivors",0.375,0.25,0.680555555555556
"survivors",0,0.583333333333333,0.694444444444445
"survivors",0.25,0.25,0.722222222222222
"survivors",0.625,0.454545454545455,0.529040404040404
"survivors",0,0.583333333333333,0.694444444444444
"survivors",0.75,0.222222222222222,0.564814814814815
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0,0.25,0.805555555555556
"survivors",0,0.25,0.805555555555556
"survivors",0,0.222222222222222,0.814814814814815
"survivors",0,0.111111111111111,0.851851851851852
"survivors",0,0.583333333333333,0.694444444444445
"survivors",0.75,1,0.275
"survivors",0,0.666666666666667,0.666666666666667
"survivors",1,0,0.555555555555556
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0,0.5,0.722222222222222
"survivors",0.875,0.151515151515152,0.546717171717172
"survivors",1,0.151515151515152,0.454545454545455
"survivors",0,0.5,0.722222222222222
"survivors",0.125,0.583333333333333,0.652777777777778
"survivors",0.5,0.666666666666667,0.5
"survivors",0,0.166666666666667,0.75
"survivors",0.125,0.0833333333333333,0.819444444444444
"survivors",0.875,0.555555555555556,0.412037037037037
"survivors",0,0.0606060606060606,0.868686868686869
"survivors",0,0,0.888888888888889
"survivors",0.875,0.181818181818182,0.536616161616162
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.125,0.111111111111111,0.729166666666667
"survivors",0,0.166666666666667,0.75
"survivors",0.5,0.0833333333333333,0.694444444444444
"survivors",0.5,0.0833333333333333,0.625
"survivors",0,0.416666666666667,0.75
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.125,0.222222222222222,0.773148148148148
"survivors",0,0.111111111111111,0.766666666666667
"survivors",0.375,0.333333333333333,0.5875
"survivors",0,0.121212121212121,0.763636363636364
"survivors",0.25,0.0833333333333333,0.777777777777778
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.625,0.266666666666667,0.5325
"survivors",0.75,0.75,0.388888888888889
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",0.625,0.583333333333333,0.486111111111111
"survivors",1,0.333333333333333,0.444444444444444
"survivors",1,0.5,0.35
"survivors",0,0.666666666666667,0.666666666666667
"survivors",1,0.25,0.472222222222222
"survivors",0.125,0.444444444444444,0.629166666666667
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0,0.25,0.805555555555556
"survivors",1,0.444444444444444,0.316666666666667
"survivors",0.625,0.5,0.458333333333333
"survivors",0,0.416666666666667,0.625
"survivors",0,0.666666666666667,0.611111111111111
"survivors",0.375,0.5,0.541666666666667
"survivors",0.875,0.133333333333333,0.497222222222222
"survivors",0.5,0.5,0.555555555555556
"survivors",0.875,0.166666666666667,0.541666666666667
"survivors",0.375,0.166666666666667,0.708333333333333
"survivors",0.25,0.25,0.722222222222222
"survivors",0,0.25,0.805555555555556
"survivors",0.125,0.111111111111111,0.810185185185185
"survivors",0.25,0.166666666666667,0.75
"survivors",0,0.166666666666667,0.75
"survivors",0,0.25,0.805555555555556
"survivors",0,0.25,0.805555555555556
"survivors",0.125,0.25,0.763888888888889
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.5,0.366666666666667,0.6
"survivors",0.5,0,0.722222222222222
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.25,0.366666666666667,0.627777777777778
"survivors",0.375,0.666666666666667,0.486111111111111
"survivors",0.5,0.555555555555556,0.481481481481481
"survivors",0.375,0.166666666666667,0.652777777777778
"survivors",0,0.333333333333333,0.722222222222222
"survivors",0.375,0.416666666666667,0.569444444444444
"survivors",0.75,0.606060606060606,0.381313131313131
"survivors",0.5,0.583333333333333,0.472222222222222
"survivors",0.625,0.666666666666667,0.402777777777778
"survivors",0.75,0.1,0.55
"survivors",0.875,0.75,0.291666666666667
"survivors",0,0.583333333333333,0.638888888888889
"survivors",0,0.333333333333333,0.722222222222222
"survivors",0.375,0.416666666666667,0.569444444444444
"survivors",0.125,0.666666666666667,0.569444444444444
"survivors",0.625,0.25,0.541666666666667
"survivors",0.125,0.583333333333333,0.597222222222222
"survivors",0,0.333333333333333,0.65
"survivors",0.625,0.5,0.458333333333333
"survivors",0,0,0.833333333333333
"survivors",0.625,0.75,0.375
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0,0.416666666666667,0.675
"survivors",0.875,0.25,0.4625
"survivors",0.25,0.25,0.65
"survivors",0.125,0.0833333333333333,0.7375
"survivors",0.25,0.25,0.722222222222222
"survivors",0,0.0833333333333333,0.775
"survivors",0.875,0.333333333333333,0.486111111111111
"survivors",0.5,0.212121212121212,0.651515151515151
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.625,0.242424242424242,0.599747474747475
"survivors",0.625,0.151515151515152,0.630050505050505
"survivors",0.875,0.583333333333333,0.402777777777778
"survivors",0.625,0.166666666666667,0.625
"survivors",0.375,0.166666666666667,0.708333333333333
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.5,0.0833333333333333,0.694444444444444
"survivors",0.5,0.151515151515152,0.671717171717172
"survivors",0.5,0.121212121212121,0.681818181818182
"survivors",0,0,0.888888888888889
"survivors",0.75,0.166666666666667,0.583333333333333
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.5,0.666666666666667,0.5
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0.625,0.75,0.430555555555556
"survivors",0.625,0.416666666666667,0.4875
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",0.75,0,0.638888888888889
"survivors",0.375,0.5,0.5375
"survivors",0.5,0.0833333333333333,0.694444444444444
"survivors",0.375,0.5,0.597222222222222
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",0.5,0,0.722222222222222
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0,0.75,0.638888888888889
"survivors",1,0.25,0.472222222222222
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.25,0.666666666666667,0.525
"survivors",0.625,0.181818181818182,0.557954545454545
"survivors",0.75,0.416666666666667,0.5
"survivors",0.125,0.666666666666667,0.625
"survivors",0.25,0.166666666666667,0.75
"survivors",0.375,0.5,0.597222222222222
"survivors",0.875,0.25,0.513888888888889
"survivors",0.875,0.242424242424242,0.516414141414141
"survivors",1,0.25,0.472222222222222
"survivors",0.375,0.222222222222222,0.689814814814815
"survivors",0.625,0.212121212121212,0.609848484848485
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0.375,0.333333333333333,0.5875
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",0.875,0.666666666666667,0.375
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",0.75,0.5,0.472222222222222
"survivors",0.375,0.545454545454545,0.582070707070707
"survivors",0.25,0.416666666666667,0.666666666666667
"survivors",0.625,0.25,0.597222222222222
"survivors",1,0.333333333333333,0.4
"survivors",0.75,0.5,0.472222222222222
"survivors",0.625,0.454545454545455,0.529040404040404
"survivors",0.75,0.133333333333333,0.594444444444444
"survivors",0.75,0.222222222222222,0.564814814814815
"survivors",0.875,0.363636363636364,0.476010101010101
"survivors",0.625,0.0833333333333333,0.5875
"survivors",0.875,0.222222222222222,0.523148148148148
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0,0.5,0.65
"survivors",0.125,0.5,0.680555555555556
"survivors",0.125,0.416666666666667,0.708333333333333
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0.5,0.416666666666667,0.525
"survivors",0.375,0.5,0.597222222222222
"survivors",0.625,0.25,0.597222222222222
"survivors",0.875,0.25,0.4625
"survivors",0.5,0.25,0.638888888888889
"survivors",0.625,0.166666666666667,0.625
"survivors",0,0.2,0.822222222222222
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",0.875,0.333333333333333,0.4375
"survivors",0.5,0.363636363636364,0.540909090909091
"survivors",0.875,0.583333333333333,0.402777777777778
"survivors",0.125,0.416666666666667,0.708333333333333
"survivors",0.625,0.121212121212121,0.576136363636364
"survivors",0.375,0.0833333333333333,0.736111111111111
"survivors",0.5,0.583333333333333,0.475
"survivors",0.25,0.333333333333333,0.625
"survivors",0.125,0.0833333333333333,0.819444444444444
"survivors",0.75,0.2,0.572222222222222
"survivors",0.125,0.416666666666667,0.708333333333333
"survivors",1,0.454545454545455,0.404040404040404
"survivors",0,0.25,0.725
"survivors",0.5,0.25,0.638888888888889
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.625,0.272727272727273,0.589646464646465
"survivors",0,0.444444444444444,0.666666666666667
"survivors",0,0.583333333333333,0.625
"survivors",0.625,0.416666666666667,0.541666666666667
"survivors",0.25,0,0.805555555555556
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0,0.5,0.722222222222222
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.75,0.5,0.472222222222222
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.25,0.363636363636364,0.684343434343434
"survivors",0.75,0.0833333333333333,0.611111111111111
"survivors",0.125,0.166666666666667,0.791666666666667
"survivors",0.625,0.666666666666667,0.458333333333333
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.25,0.583333333333333,0.611111111111111
"survivors",0.625,0,0.680555555555556
"survivors",0,0,0.888888888888889
"survivors",0.75,0.0833333333333333,0.611111111111111
"survivors",0.75,0.25,0.5
"survivors",0.875,0.25,0.513888888888889
"survivors",0.875,0.166666666666667,0.541666666666667
"survivors",1,0.0303030303030303,0.545454545454546
"survivors",0.5,0,0.722222222222222
"survivors",0.875,0.25,0.513888888888889
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",0.875,0.333333333333333,0.486111111111111
"survivors",1,0.666666666666667,0.333333333333333
"survivors",0.625,0,0.680555555555556
"survivors",0.875,0.2,0.4775
"survivors",0.125,0.666666666666667,0.625
"survivors",0.375,0.25,0.680555555555556
"survivors",0.125,0.555555555555556,0.662037037037037
"survivors",0.375,0.416666666666667,0.625
"survivors",0.625,0.166666666666667,0.625
"survivors",0,0.25,0.805555555555556
"survivors",0.75,0.75,0.388888888888889
"survivors",0.75,0.222222222222222,0.508333333333333
"survivors",0.75,0.5,0.425
"survivors",0,0.242424242424242,0.808080808080808
"survivors",0.125,0.25,0.6875
"survivors",0.625,0.222222222222222,0.545833333333333
"survivors",0.875,0.5,0.430555555555556
"survivors",0.75,0.25,0.555555555555556
"survivors",0.625,0.0909090909090909,0.650252525252525
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.375,0.333333333333333,0.652777777777778
"survivors",0.75,0.181818181818182,0.578282828282828
"survivors",0.75,0.416666666666667,0.5
"survivors",0.375,0.166666666666667,0.708333333333333
"survivors",0.75,0.25,0.5
"survivors",0.5,0.25,0.638888888888889
"survivors",0.625,0.666666666666667,0.4125
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.25,0.25,0.722222222222222
"survivors",0,0.222222222222222,0.814814814814815
"survivors",1,0.25,0.472222222222222
"survivors",0.375,0,0.763888888888889
"survivors",0.625,0.583333333333333,0.4375
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0.75,0.166666666666667,0.583333333333333
"survivors",0,0.0833333333333333,0.861111111111111
"survivors",0.5,0.0833333333333333,0.694444444444444
"survivors",0.625,0.0833333333333333,0.652777777777778
"survivors",0.25,0.833333333333333,0.527777777777778
"survivors",0.375,0.545454545454545,0.582070707070707
"survivors",0.5,0.583333333333333,0.475
"survivors",0.75,0.25,0.555555555555556
"survivors",0.75,0,0.638888888888889
"survivors",0.875,0.037037037037037,0.526388888888889
"survivors",0.875,0.266666666666667,0.4575
"survivors",0.875,0.583333333333333,0.402777777777778
"survivors",1,0.0833333333333333,0.527777777777778
"survivors",0.375,0.583333333333333,0.569444444444445
"survivors",0.125,0.25,0.6875
"survivors",1,0.606060606060606,0.318181818181818
"survivors",0.5,0.222222222222222,0.648148148148148
"survivors",1,0.5,0.388888888888889
"survivors",0.25,0.583333333333333,0.611111111111111
"survivors",0.375,0.25,0.680555555555556
"survivors",0.625,0.5,0.513888888888889
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",0,0.416666666666667,0.75
"survivors",0.875,0.75,0.347222222222222
"survivors",0.5,0.25,0.638888888888889
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",0,0.444444444444444,0.740740740740741
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0.75,0.416666666666667,0.5
"survivors",0.75,0.666666666666667,0.416666666666667
"survivors",0.625,0.5,0.513888888888889
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",1,0.0833333333333333,0.527777777777778
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0.75,0.583333333333333,0.444444444444444
"survivors",0.5,0.151515151515152,0.671717171717172
"survivors",0.375,0.666666666666667,0.541666666666667
"survivors",0.25,0.666666666666667,0.583333333333333
"survivors",0.875,0.222222222222222,0.523148148148148
"survivors",0.125,0.444444444444444,0.699074074074074
"survivors",0.375,0.75,0.513888888888889
"survivors",0.625,0.416666666666667,0.4875
"survivors",0.875,0.333333333333333,0.486111111111111
"survivors",0.75,0.583333333333333,0.444444444444444
"survivors",0.75,0,0.638888888888889
"survivors",0.875,0.777777777777778,0.337962962962963
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.5,0.266666666666667,0.57
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",0.75,0.5,0.472222222222222
"survivors",0.75,0,0.638888888888889
"survivors",0.5,0.303030303030303,0.621212121212121
"survivors",0.375,0.416666666666667,0.625
"survivors",0.75,0.0909090909090909,0.547727272727273
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.625,0.25,0.597222222222222
"survivors",0.5,0.416666666666667,0.525
"survivors",0.5,0.393939393939394,0.590909090909091
"survivors",0.25,0.916666666666667,0.45
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.125,0.416666666666667,0.708333333333333
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.125,0.0833333333333333,0.819444444444444
"survivors",0.125,0.166666666666667,0.791666666666667
"survivors",0.625,0.25,0.597222222222222
"survivors",0.75,0.166666666666667,0.525
"survivors",0.75,0.303030303030303,0.537878787878788
"survivors",0.875,0,0.5375
"survivors",0.125,0.555555555555556,0.662037037037037
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.5,0.333333333333333,0.55
"survivors",0.5,0.25,0.638888888888889
"survivors",0.375,0.0833333333333333,0.6625
"survivors",0.125,0.0833333333333333,0.819444444444444
"survivors",0.5,0.181818181818182,0.661616161616162
"survivors",0.375,0.0833333333333333,0.736111111111111
"survivors",0.375,0.333333333333333,0.5875
"survivors",0.875,0.583333333333333,0.3625
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",0.125,0.583333333333333,0.652777777777778
"survivors",0.5,0.303030303030303,0.621212121212121
"survivors",0,0.5,0.722222222222222
"survivors",0.25,0.416666666666667,0.666666666666667
"survivors",0.75,0.212121212121212,0.568181818181818
"survivors",0.125,0.25,0.763888888888889
"survivors",0,0.5,0.722222222222222
"survivors",0.75,0.25,0.555555555555556
"survivors",0.875,0.25,0.513888888888889
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",1,0.666666666666667,0.333333333333333
"survivors",0.75,0.303030303030303,0.537878787878788
"survivors",0.75,1,0.275
"survivors",0,0.0833333333333333,0.775
"survivors",0,0.25,0.805555555555556
"survivors",0.875,0.166666666666667,0.541666666666667
"survivors",0.125,0.666666666666667,0.625
"survivors",0.5,0.233333333333333,0.58
"survivors",0,0.75,0.638888888888889
"survivors",0.125,0.777777777777778,0.587962962962963
"survivors",0.375,0.833333333333333,0.486111111111111
"survivors",0.25,0.5,0.638888888888889
"survivors",0.625,0.333333333333333,0.5125
"survivors",0.625,0.666666666666667,0.458333333333333
"survivors",0,0.416666666666667,0.75
"survivors",0.875,0.833333333333333,0.319444444444444
"survivors",0.75,0,0.638888888888889
"survivors",0.75,0.75,0.35
"survivors",1,0.25,0.472222222222222
"survivors",0,0.2,0.822222222222222
"survivors",0.375,0.333333333333333,0.652777777777778
"survivors",0.375,0.606060606060606,0.561868686868687
"survivors",0.625,0.393939393939394,0.494318181818182
"survivors",0.875,0.25,0.513888888888889
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",0.25,0.454545454545455,0.654040404040404
"survivors",0.125,0.25,0.763888888888889
"survivors",0.5,0.5,0.555555555555556
"survivors",0.25,0.333333333333333,0.625
"survivors",0,0.222222222222222,0.814814814814815
"survivors",0,0,0.888888888888889
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",0.625,0.111111111111111,0.579166666666667
"survivors",0.375,0.666666666666667,0.4875
"survivors",0.25,0.222222222222222,0.731481481481482
"survivors",0.5,0.166666666666667,0.666666666666667
"survivors",0.5,0.303030303030303,0.559090909090909
"survivors",0.125,0.303030303030303,0.746212121212121
"survivors",0.5,0.416666666666667,0.583333333333333
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0.125,0.333333333333333,0.6625
"survivors",0.75,0.575757575757576,0.446969696969697
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0.875,0.25,0.513888888888889
"survivors",0.375,0.25,0.680555555555556
"survivors",0.75,0.0909090909090909,0.608585858585859
"survivors",0.875,0.272727272727273,0.506313131313131
"survivors",0.5,0.25,0.638888888888889
"survivors",0,0.25,0.805555555555556
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0.875,0.666666666666667,0.375
"survivors",0.875,0.416666666666667,0.458333333333333
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.375,0.242424242424242,0.683080808080808
"survivors",0.625,0.416666666666667,0.541666666666667
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",0.375,0.333333333333333,0.652777777777778
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",1,0.166666666666667,0.5
"survivors",0.75,0.583333333333333,0.444444444444444
"survivors",0.625,0.5,0.4625
"survivors",0.75,0.25,0.555555555555556
"survivors",0.875,0.5,0.430555555555556
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.875,0.166666666666667,0.541666666666667
"survivors",0.375,0.75,0.513888888888889
"survivors",0.125,0.25,0.763888888888889
"survivors",0.625,0.833333333333333,0.402777777777778
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0,0.666666666666667,0.666666666666667
"survivors",0.125,0.272727272727273,0.756313131313131
"survivors",0,0,0.888888888888889
"survivors",0.125,0.25,0.763888888888889
"survivors",0.125,0.166666666666667,0.791666666666667
"survivors",0.5,0.333333333333333,0.611111111111111
"survivors",0.375,0.25,0.680555555555556
"survivors",0.375,0.25,0.680555555555556
"survivors",0.375,0.666666666666667,0.541666666666667
"survivors",0,0.75,0.638888888888889
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",0.125,0.333333333333333,0.6625
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0.375,0.466666666666667,0.608333333333333
"survivors",0.75,0,0.575
"survivors",0.625,0.111111111111111,0.643518518518518
"survivors",0.875,0,0.597222222222222
"survivors",1,0.75,0.275
"survivors",0.875,0,0.5375
"survivors",0.625,0.583333333333333,0.486111111111111
"survivors",1,0.363636363636364,0.434343434343434
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.625,0.333333333333333,0.569444444444445
"survivors",0.25,0.333333333333333,0.694444444444445
"survivors",1,0.363636363636364,0.434343434343434
"survivors",1,0.166666666666667,0.5
"survivors",0.125,0.466666666666667,0.6225
"survivors",0.125,0.0833333333333333,0.819444444444444
"survivors",0.875,0.303030303030303,0.446590909090909
"survivors",0.5,0.4,0.533333333333333
"survivors",0,0.333333333333333,0.65
"survivors",0.875,0.5,0.375
"survivors",0.625,0.583333333333333,0.430555555555556
"survivors",0.125,0.416666666666667,0.5875
"survivors",0.125,0.416666666666667,0.5875
"survivors",0.25,0.696969696969697,0.465909090909091
"survivors",1,0.454545454545455,0.348484848484848
"survivors",0,0.333333333333333,0.722222222222222
"survivors",0.5,0.5,0.5
"survivors",0.5,0.583333333333333,0.472222222222222
"survivors",0.125,0.166666666666667,0.736111111111111
"survivors",0.375,0.75,0.458333333333333
"survivors",0.75,0.363636363636364,0.462121212121212
"survivors",0.5,0.515151515151515,0.494949494949495
"survivors",0,0.0606060606060606,0.813131313131313
"survivors",0.375,0.5,0.541666666666667
"survivors",0.875,0.0833333333333333,0.513888888888889
"survivors",0.25,0.416666666666667,0.611111111111111
"survivors",0.375,0.25,0.625
"survivors",0.75,0.416666666666667,0.4
"survivors",0.25,0.333333333333333,0.638888888888889
"survivors",1,0.484848484848485,0.304545454545455
"survivors",0.375,0.25,0.625
"survivors",0.25,0.75,0.5
"survivors",0.375,0.303030303030303,0.546590909090909
"survivors",0.375,0.333333333333333,0.597222222222222
"survivors",0.625,1,0.291666666666667
"survivors",0.875,0.444444444444444,0.393518518518519
"survivors",0.75,0.25,0.5
"survivors",0,0.1,0.8
"survivors",0.75,0.416666666666667,0.444444444444444
"survivors",1,0.666666666666667,0.277777777777778
"survivors",0.25,0.333333333333333,0.575
"survivors",0.375,0.666666666666667,0.486111111111111
"survivors",0.875,0.545454545454545,0.359848484848485
"survivors",0.25,0.75,0.5
"survivors",0,0.166666666666667,0.777777777777778
"survivors",0.625,0.333333333333333,0.4625
"survivors",0.75,0.303030303030303,0.482323232323232
"survivors",1,0.303030303030303,0.398989898989899
"survivors",0,0.454545454545455,0.681818181818182
"survivors",0.5,0.583333333333333,0.472222222222222
"survivors",0.875,0.303030303030303,0.440656565656566
"survivors",1,0.444444444444444,0.351851851851852
"survivors",0.375,0.166666666666667,0.652777777777778
"survivors",0.375,0.0833333333333333,0.680555555555556
"survivors",0.875,0.333333333333333,0.430555555555556
"survivors",0.875,0.777777777777778,0.254166666666667
"survivors",1,0.5,0.333333333333333
"survivors",0.375,0.393939393939394,0.577020202020202
"survivors",0.25,0.416666666666667,0.55
"survivors",0.75,0.416666666666667,0.444444444444444
"survivors",0.75,0.416666666666667,0.444444444444444
"survivors",0.625,0.166666666666667,0.569444444444444
"survivors",1,0.575757575757576,0.308080808080808
"survivors",0,0.666666666666667,0.611111111111111
"survivors",0,0.166666666666667,0.777777777777778
"survivors",0,0.666666666666667,0.611111111111111
"survivors",0.75,0.333333333333333,0.472222222222222
