"dv_any_lifetime","age_group","marital_status","education_level","earns_income","employment_status","disability_status","spouse_income_relation","locality_type","feels_unsafe_home","conflict_frequency","food_insecurity_score","feels_unsafe_day","feels_unsafe_night","combined_safety_index","dv_common_perception","vaw_problem_perception","mobility_frequency","will_seek_help_dv","help_source_dv","will_seek_help_harass","help_source_harass","unsafe_reason_1","unsafe_reason_2","unsafe_reason_3","unsafe_reason_4","unsafe_reason_5","unsafe_reason_6","unsafe_reason_7","unsafe_reason_8","unsafe_reason_9","unsafe_reason_10","unsafe_reason_11","food_insec","max_dv_count","Food_Insecurity_Index","DV_common_perception_score","DV_Common_Perception_norm","VAW_Perception_Score","VAW_Perception_norm","DV_Exposure","DV_Type_Count","Unsafe_Score","WellBeing_Score","DV_Type"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Not at all","2-3 times per week",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,0,0,0,0,1,4,0,0.625,"Denial_of_Needs"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Not at all","2-3 times per week",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,0,0,0,0,1,4,0,0.625,"Denial_of_Communication"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Not at all","2-3 times per week",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,0,0,0,0,1,4,0,0.625,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Rural",0,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek help from shelter or safehouse for women",1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,3,1,1,4,0.666666666666667,0.347222222222222,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Rural",0,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek help from shelter or safehouse for women",1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,3,1,1,4,0.666666666666667,0.347222222222222,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Rural",0,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek help from shelter or safehouse for women",1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,3,1,1,4,0.666666666666667,0.347222222222222,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","A lot","Once or twice a month",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,3,1,1,4,0.25,0.652777777777778,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","A lot","Once or twice a month",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,3,1,1,4,0.25,0.652777777777778,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","A lot","Once or twice a month",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,3,1,1,4,0.25,0.652777777777778,"Sexual_Harassment"
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","Once or twice a month",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,1,0.333333333333333,2,0.666666666666667,1,4,0.416666666666667,0.597222222222222,"Denial_of_Needs"
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","Once or twice a month",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,1,0.333333333333333,2,0.666666666666667,1,4,0.416666666666667,0.597222222222222,"Denial_of_Communication"
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","Once or twice a month",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,1,0.333333333333333,2,0.666666666666667,1,4,0.416666666666667,0.597222222222222,"Sexual_Harassment"
1,"30 – 39 years","Single","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",1,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Once a week",1,"Seek support from family",1,"Call/go to police",0,0,0,0,1,0,1,0,0,0,0,2,6,0.25,2,0.666666666666667,3,1,1,4,0.393939393939394,0.563131313131313,"Denial_of_Needs"
1,"30 – 39 years","Single","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",1,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Once a week",1,"Seek support from family",1,"Call/go to police",0,0,0,0,1,0,1,0,0,0,0,2,6,0.25,2,0.666666666666667,3,1,1,4,0.393939393939394,0.563131313131313,"Denial_of_Communication"
1,"30 – 39 years","Single","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",1,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Once a week",1,"Seek support from family",1,"Call/go to police",0,0,0,0,1,0,1,0,0,0,0,2,6,0.25,2,0.666666666666667,3,1,1,4,0.393939393939394,0.563131313131313,"Sexual_Harassment"
1,"18 – 29 years","Single","Completed secondary",0,"Student",0,NA,"Urban",0,"Monthly","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Daily",1,"Access to women’s centres",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,3,1,1,4,0.833333333333333,0.5,"Denial_of_Needs"
1,"18 – 29 years","Single","Completed secondary",0,"Student",0,NA,"Urban",0,"Monthly","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Daily",1,"Access to women’s centres",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,3,1,1,4,0.833333333333333,0.5,"Denial_of_Communication"
1,"18 – 29 years","Single","Completed secondary",0,"Student",0,NA,"Urban",0,"Monthly","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Daily",1,"Access to women’s centres",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,3,1,1,4,0.833333333333333,0.5,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once a week",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,0,0,1,4,0.416666666666667,0.597222222222222,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once a week",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,0,0,1,4,0.416666666666667,0.597222222222222,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once a week",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,0,0,1,4,0.416666666666667,0.597222222222222,"Sexual_Harassment"
1,"30 – 39 years","Separated / Divorced","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","A little bit","Daily",1,"Call/go to police",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,1,0.333333333333333,1,4,0.333333333333333,0.583333333333333,"Denial_of_Needs"
1,"30 – 39 years","Separated / Divorced","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","A little bit","Daily",1,"Call/go to police",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,1,0.333333333333333,1,4,0.333333333333333,0.583333333333333,"Denial_of_Communication"
1,"30 – 39 years","Separated / Divorced","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","A little bit","Daily",1,"Call/go to police",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,1,0.333333333333333,1,4,0.333333333333333,0.583333333333333,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Rural",1,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","A little bit","Daily",1,"Access to women’s centres",1,"Call/go to police",1,0,0,1,0,0,0,0,0,NA,NA,8,6,1,3,1,1,0.333333333333333,1,4,0.3,0.344444444444444,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Rural",1,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","A little bit","Daily",1,"Access to women’s centres",1,"Call/go to police",1,0,0,1,0,0,0,0,0,NA,NA,8,6,1,3,1,1,0.333333333333333,1,4,0.3,0.344444444444444,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Rural",1,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","A little bit","Daily",1,"Access to women’s centres",1,"Call/go to police",1,0,0,1,0,0,0,0,0,NA,NA,8,6,1,3,1,1,0.333333333333333,1,4,0.3,0.344444444444444,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Not at all","Never",1,"Access to women’s centres",1,"Access to women’s centres",0,0,1,1,0,0,0,1,1,1,0,8,6,1,3,1,0,0,1,4,0.515151515151515,0.272727272727273,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Not at all","Never",1,"Access to women’s centres",1,"Access to women’s centres",0,0,1,1,0,0,0,1,1,1,0,8,6,1,3,1,0,0,1,4,0.515151515151515,0.272727272727273,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Not at all","Never",1,"Access to women’s centres",1,"Access to women’s centres",0,0,1,1,0,0,0,1,1,1,0,8,6,1,3,1,0,0,1,4,0.515151515151515,0.272727272727273,"Sexual_Harassment"
1,"50 – 59 years","Living with Partner","Less than primary",0,"Fulltime caretaker",0,NA,"Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","Somewhat","Once a week",1,"Talk with friends for support or guidance",1,"Seek support from a religious leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,3,1,2,0.666666666666667,1,4,0.583333333333333,0.333333333333333,"Denial_of_Needs"
1,"50 – 59 years","Living with Partner","Less than primary",0,"Fulltime caretaker",0,NA,"Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","Somewhat","Once a week",1,"Talk with friends for support or guidance",1,"Seek support from a religious leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,3,1,2,0.666666666666667,1,4,0.583333333333333,0.333333333333333,"Denial_of_Communication"
1,"50 – 59 years","Living with Partner","Less than primary",0,"Fulltime caretaker",0,NA,"Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","Somewhat","Once a week",1,"Talk with friends for support or guidance",1,"Seek support from a religious leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,3,1,2,0.666666666666667,1,4,0.583333333333333,0.333333333333333,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Completed secondary",1,"Unemployed",0,"Less","Urban",1,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","A little bit","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,0,0,1,0,1,1,1,1,0,6,6,0.75,3,1,1,0.333333333333333,1,4,0.454545454545455,0.376262626262626,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed secondary",1,"Unemployed",0,"Less","Urban",1,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","A little bit","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,0,0,1,0,1,1,1,1,0,6,6,0.75,3,1,1,0.333333333333333,1,4,0.454545454545455,0.376262626262626,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Completed secondary",1,"Unemployed",0,"Less","Urban",1,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Very common","A little bit","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,0,0,1,0,1,1,1,1,0,6,6,0.75,3,1,1,0.333333333333333,1,4,0.454545454545455,0.376262626262626,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Common","Not at all","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from a religious leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,0,0,1,4,0.166666666666667,0.722222222222222,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Common","Not at all","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from a religious leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,0,0,1,4,0.166666666666667,0.722222222222222,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Common","Not at all","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from a religious leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,0,0,1,4,0.166666666666667,0.722222222222222,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Never",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",0,1,1,0,1,1,1,1,0,0,0,5,6,0.625,0,0,1,0.333333333333333,1,4,0.575757575757576,0.377525252525253,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Never",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",0,1,1,0,1,1,1,1,0,0,0,5,6,0.625,0,0,1,0.333333333333333,1,4,0.575757575757576,0.377525252525253,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Never",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",0,1,1,0,1,1,1,1,0,0,0,5,6,0.625,0,0,1,0.333333333333333,1,4,0.575757575757576,0.377525252525253,"Sexual_Harassment"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","Somewhat","Once or twice a month",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,1,5,0.5,0.5,"Verbal"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","Somewhat","Once or twice a month",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,1,5,0.5,0.5,"Denial_of_Needs"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","Somewhat","Once or twice a month",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,1,5,0.5,0.5,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","Somewhat","Once or twice a month",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,1,5,0.5,0.5,"Sexual_Harassment"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,NA,"DK/Refusal","Common","A little bit","Never",1,"Access to women’s centres",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,1,0.333333333333333,1,5,0.444444444444444,0.532407407407407,"Verbal"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,NA,"DK/Refusal","Common","A little bit","Never",1,"Access to women’s centres",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,1,0.333333333333333,1,5,0.444444444444444,0.532407407407407,"Denial_of_Needs"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,NA,"DK/Refusal","Common","A little bit","Never",1,"Access to women’s centres",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,1,0.333333333333333,1,5,0.444444444444444,0.532407407407407,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,NA,"DK/Refusal","Common","A little bit","Never",1,"Access to women’s centres",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,1,0.333333333333333,1,5,0.444444444444444,0.532407407407407,"Sexual_Harassment"
1,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once or twice a month",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,0,0,1,5,0.666666666666667,0.1875,"Verbal"
1,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once or twice a month",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,0,0,1,5,0.666666666666667,0.1875,"Denial_of_Needs"
1,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once or twice a month",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,0,0,1,5,0.666666666666667,0.1875,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Once or twice a month",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,0,0,1,5,0.666666666666667,0.1875,"Sexual_Harassment"
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Daily",0,NA,1,"Talk with friends for support or guidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,0,0,1,0.333333333333333,1,5,0.333333333333333,0.402777777777778,"Verbal"
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Daily",0,NA,1,"Talk with friends for support or guidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,0,0,1,0.333333333333333,1,5,0.333333333333333,0.402777777777778,"Denial_of_Needs"
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Daily",0,NA,1,"Talk with friends for support or guidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,0,0,1,0.333333333333333,1,5,0.333333333333333,0.402777777777778,"Denial_of_Communication"
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Daily",0,NA,1,"Talk with friends for support or guidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,0,0,1,0.333333333333333,1,5,0.333333333333333,0.402777777777778,"Sexual_Harassment"
1,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,"More","Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0,"Feels safe","Very uncommon","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Call/go to police",0,0,0,0,0,0,0,0,0,1,1,8,6,1,0,0,0,0,1,5,0.0909090909090909,0.358585858585859,"Verbal"
1,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,"More","Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0,"Feels safe","Very uncommon","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Call/go to police",0,0,0,0,0,0,0,0,0,1,1,8,6,1,0,0,0,0,1,5,0.0909090909090909,0.358585858585859,"Denial_of_Needs"
1,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,"More","Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0,"Feels safe","Very uncommon","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Call/go to police",0,0,0,0,0,0,0,0,0,1,1,8,6,1,0,0,0,0,1,5,0.0909090909090909,0.358585858585859,"Denial_of_Communication"
1,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,"More","Urban",1,"Monthly","Several coping mechanisms (5-8)",0,0,"Feels safe","Very uncommon","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Call/go to police",0,0,0,0,0,0,0,0,0,1,1,8,6,1,0,0,0,0,1,5,0.0909090909090909,0.358585858585859,"Sexual_Harassment"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","2-3 times per week",1,"Talk with friends for support or guidance",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,1,0.333333333333333,1,5,0.416666666666667,0.2625,"Verbal"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","2-3 times per week",1,"Talk with friends for support or guidance",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,1,0.333333333333333,1,5,0.416666666666667,0.2625,"Denial_of_Needs"
