"dv_any_lifetime","age_group","marital_status","education_level","earns_income","employment_status","disability_status","spouse_income_relation","locality_type","feels_unsafe_home","conflict_frequency","food_insecurity_score","feels_unsafe_day","feels_unsafe_night","combined_safety_index","dv_common_perception","vaw_problem_perception","mobility_frequency","will_seek_help_dv","help_source_dv","will_seek_help_harass","help_source_harass","unsafe_reason_1","unsafe_reason_2","unsafe_reason_3","unsafe_reason_4","unsafe_reason_5","unsafe_reason_6","unsafe_reason_7","unsafe_reason_8","unsafe_reason_9","unsafe_reason_10","unsafe_reason_11","food_insec","max_dv_count","Food_Insecurity_Index","DV_common_perception_score","DV_Common_Perception_norm","VAW_Perception_Score","VAW_Perception_norm","DV_Exposure","DV_Type_Count","Unsafe_Score","WellBeing_Score","DV_Type"
1,"50 – 59 years","Single","Completed primary",NA,"Employed",0,NA,"Urban",0,NA,"Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","Daily",1,"Access to women’s centres",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,2,0.416666666666667,0.583333333333333,"Verbal"
1,"18 – 29 years","Living with Partner","Post College",NA,"Employed",0,"More","Rural",1,"Never","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","Not at all","Daily",1,"Seek help from shelter or safehouse for women",1,"Seek support from family",0,0,0,1,0,0,0,0,1,0,0,5,6,0.625,0,0,0,0,1,3,0.242424242424242,0.544191919191919,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","Post College",NA,"Employed",0,"More","Rural",1,"Never","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","Not at all","Daily",1,"Seek help from shelter or safehouse for women",1,"Seek support from family",0,0,0,1,0,0,0,0,1,0,0,5,6,0.625,0,0,0,0,1,3,0.242424242424242,0.544191919191919,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","College",0,"Other",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Uncommon","A little bit","Daily",1,"Seek support from a religious leader",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,1,0.333333333333333,1,3,0.166666666666667,0.777777777777778,"Verbal"
1,"40 – 49 years","Living with Partner","College",0,"Other",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Uncommon","A little bit","Daily",1,"Seek support from a religious leader",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,1,0.333333333333333,1,3,0.166666666666667,0.777777777777778,"Denial_of_Needs"
1,"40 – 49 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Daily","Some coping mechanisms (1-4)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",1,"Seek support from a religious leader",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,2,0.666666666666667,1,4,0.833333333333333,0.333333333333333,"Verbal"
1,"40 – 49 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Daily","Some coping mechanisms (1-4)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",1,"Seek support from a religious leader",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,2,0.666666666666667,1,4,0.833333333333333,0.333333333333333,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Daily","Some coping mechanisms (1-4)",1,1,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",1,"Seek support from a religious leader",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,2,0.666666666666667,1,4,0.833333333333333,0.333333333333333,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,2,0.416666666666667,0.75,"Verbal"
1,"60 years and older","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,1,0.333333333333333,1,2,0.666666666666667,0.5625,"Verbal"
1,"30 – 39 years","Living with Partner","Less than primary",0,"Other",1,NA,"Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Don't know","2-3 times per week",1,"Seek support from family",1,"Don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,2,0.666666666666667,NA,NA,1,2,0.666666666666667,0.3,"Verbal"
1,"60 years and older","Widowed","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Daily","No coping mechanisms",0,0.333333333333333,"Feels safe","Common","A little bit","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,2,0.333333333333333,0.777777777777778,"Verbal"
1,"30 – 39 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,NA,NA,1,2,0.444444444444444,0.657407407407407,"Verbal"
1,"40 – 49 years","Living with Partner","College",0,"Fulltime caretaker",1,NA,"Urban",0,"Daily","Some coping mechanisms (1-4)",0,0.333333333333333,"Feels safe","Uncommon","A little bit","Once a week",1,"Seek support from family",1,"Other, specify",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,1,0.333333333333333,1,0.333333333333333,1,2,0.25,0.6875,"Denial_of_Needs"
1,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Not at all","Never",1,"Seek help from shelter or safehouse for women",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,NA,NA,0,0,1,2,0.333333333333333,0.4,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,2,0.666666666666667,0,0,1,2,0.333333333333333,0.444444444444444,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Less than primary",0,"Other",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,2,0.666666666666667,0,0,1,2,0.333333333333333,0.527777777777778,"Denial_of_Needs"
1,"18 – 29 years","Single","College",1,"Other",0,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Uncommon","Somewhat","2-3 times per week",1,"Approach community leaders for support",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,1,0.333333333333333,2,0.666666666666667,1,2,0.333333333333333,0.486111111111111,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","College",NA,"Employed",0,"More","Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0,"Feels safe","Uncommon","Not at all","Daily",1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,0,0,1,3,0.0833333333333333,0.638888888888889,"Verbal"
1,"30 – 39 years","Living with Partner","College",NA,"Employed",0,"More","Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0,"Feels safe","Uncommon","Not at all","Daily",1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,0,0,1,3,0.0833333333333333,0.638888888888889,"Denial_of_Needs"
1,"50 – 59 years","Single","Completed primary",NA,"Employed",0,NA,"Urban",0,"Never","Several coping mechanisms (5-8)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Don't know","Don't know","Daily",1,"Approach community leaders for support",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,NA,NA,NA,NA,1,2,0.833333333333333,0.319444444444444,"Denial_of_Needs"
1,"60 years and older","Living with Partner","Completed primary",1,"Fulltime caretaker",1,"Same","Rural",0,"Never","No coping mechanisms",0,0,"Feels safe","Very uncommon","Don't know","Never",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,NA,NA,1,2,0,0.8,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Common","Somewhat","Daily",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,2,0.666666666666667,1,2,0.333333333333333,0.569444444444445,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Completed primary",NA,"Employed",0,"Same","Urban",0,"Once or twice","No coping mechanisms",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Very common","Don't know","2-3 times per week",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,NA,NA,1,2,0.888888888888889,0.592592592592593,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0,0.333333333333333,"Feels safe","Common","Somewhat","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,2,0.666666666666667,1,2,0.416666666666667,0.708333333333333,"Denial_of_Communication"
1,"60 years and older","Widowed","College",1,"Other",1,NA,"Urban",1,"Once or twice","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Never",1,"Call/go to police",1,"Call/go to police",0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.666666666666667,3,1,1,3,0.272727272727273,0.668181818181818,"Denial_of_Needs"
1,"60 years and older","Widowed","College",1,"Other",1,NA,"Urban",1,"Once or twice","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Never",1,"Call/go to police",1,"Call/go to police",0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.666666666666667,3,1,1,3,0.272727272727273,0.668181818181818,"Denial_of_Communication"
1,"30 – 39 years","Single","College",1,"Unemployed",0,NA,"Rural",0,NA,"Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Not at all","2-3 times per week",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,0,0,1,3,0.25,0.583333333333333,"Denial_of_Needs"
1,"30 – 39 years","Single","College",1,"Unemployed",0,NA,"Rural",0,NA,"Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Not at all","2-3 times per week",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,0,0,1,3,0.25,0.583333333333333,"Denial_of_Communication"
1,"60 years and older","Widowed","Completed secondary",0,"Other",1,NA,"Urban",0,NA,"Some coping mechanisms (1-4)",0,0,"Feels safe","Very common","A lot","2-3 times per week",1,"Other, specify",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,3,1,3,1,1,3,0.5,0.45,"Denial_of_Needs"
1,"60 years and older","Widowed","Completed secondary",0,"Other",1,NA,"Urban",0,NA,"Some coping mechanisms (1-4)",0,0,"Feels safe","Very common","A lot","2-3 times per week",1,"Other, specify",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,3,1,3,1,1,3,0.5,0.45,"Denial_of_Communication"
1,"60 years and older","Living with Partner","College",0,"Other",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,NA,"DK/Refusal","Common","A lot","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.666666666666667,3,1,1,3,0.555555555555556,0.564814814814815,"Denial_of_Needs"
1,"60 years and older","Living with Partner","College",0,"Other",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,NA,"DK/Refusal","Common","A lot","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.666666666666667,3,1,1,3,0.555555555555556,0.564814814814815,"Denial_of_Communication"
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Once or twice a month",0,NA,1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,1,0.333333333333333,NA,NA,1,4,0.444444444444444,0.50462962962963,"Verbal"
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Once or twice a month",0,NA,1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,1,0.333333333333333,NA,NA,1,4,0.444444444444444,0.50462962962963,"Denial_of_Needs"
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Once or twice a month",0,NA,1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,1,0.333333333333333,NA,NA,1,4,0.444444444444444,0.50462962962963,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",1,NA,"DK/Refusal","Common","Don't know","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,NA,NA,1,3,0.833333333333333,0.347222222222222,"Verbal"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",1,NA,"DK/Refusal","Common","Don't know","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,NA,NA,1,3,0.833333333333333,0.347222222222222,"Denial_of_Communication"
1,"40 – 49 years","Separated / Divorced","Less than primary",NA,"Employed",1,NA,"Urban",0,"Daily","Several coping mechanisms (5-8)",0.333333333333333,0,"Feels safe","Common","Not at all","Daily",1,"Approach community leaders for support",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,2,0.666666666666667,0,0,1,3,0.25,0.45,"Denial_of_Needs"
1,"40 – 49 years","Separated / Divorced","Less than primary",NA,"Employed",1,NA,"Urban",0,"Daily","Several coping mechanisms (5-8)",0.333333333333333,0,"Feels safe","Common","Not at all","Daily",1,"Approach community leaders for support",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,2,0.666666666666667,0,0,1,3,0.25,0.45,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","Technical / vocational",NA,"Employed",0,"N/A","Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Not at all","2-3 times per week",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,NA,NA,0,0,1,2,0.333333333333333,0.736111111111111,"Verbal"
1,"60 years and older","Widowed","Completed secondary",0,"Other",1,NA,"Urban",0,"Never","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,1,2,0.583333333333333,0.625,"Verbal"
1,"60 years and older","Widowed","Less than primary",0,"Other",1,NA,"Urban",0,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","Once or twice a month",1,"Seek support from family",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,0,0,1,3,0.333333333333333,0.3875,"Verbal"
1,"60 years and older","Widowed","Less than primary",0,"Other",1,NA,"Urban",0,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","Once or twice a month",1,"Seek support from family",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,0,0,1,3,0.333333333333333,0.3875,"Denial_of_Needs"
1,"50 – 59 years","Separated / Divorced","Completed secondary",NA,"Employed",0,NA,"Rural",0,"Never","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","Not at all","Once a week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,1,2,0.166666666666667,0.833333333333333,"Verbal"
1,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","Not at all","Daily",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,0,0,1,2,0.166666666666667,0.791666666666667,"Verbal"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Rural",0,"Once or twice","No coping mechanisms",0.333333333333333,0,"Feels safe","Very uncommon","Not at all","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,1,2,0.0833333333333333,0.861111111111111,"Verbal"
1,"18 – 29 years","Single","College",NA,"Employed",1,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",1,"Seek support from family",1,"Talk with friends for support or guidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,3,1,2,0.666666666666667,1,2,0.833333333333333,0.4,"Verbal"
1,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Rural",0,"Once or twice","Some coping mechanisms (1-4)",0,NA,"DK/Refusal","Common","A lot","Daily",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.666666666666667,3,1,1,2,0.555555555555556,0.62037037037037,"Verbal"
1,"50 – 59 years","Living with Partner","Completed primary",NA,"Employed",0,NA,"Urban",0,NA,"Several coping mechanisms (5-8)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,1,0.333333333333333,2,0.666666666666667,1,2,0.666666666666667,0.333333333333333,"Verbal"
1,"30 – 39 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Rural",0,"Never","Several coping mechanisms (5-8)",0.666666666666667,NA,"DK/Refusal","Very common","A little bit","Once or twice a month",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,3,1,1,0.333333333333333,1,2,0.666666666666667,0.333333333333333,"Denial_of_Needs"
1,"18 – 29 years","Single","Completed primary",1,"Student",0,NA,"Rural",1,"Once or twice","Some coping mechanisms (1-4)",0,0.333333333333333,"Feels safe","Uncommon","Not at all","Daily",1,"Other, specify",1,"Call/go to police",0,0,1,0,0,0,0,0,0,0,0,3,6,0.375,1,0.333333333333333,0,0,1,2,0.151515151515152,0.713383838383838,"Denial_of_Needs"
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",1,"Weekly","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","Daily",0,NA,1,"Seek support from family",1,1,1,0,1,0,0,1,1,1,1,4,6,0.5,0,0,3,1,1,3,0.545454545454545,0.484848484848485,"Verbal"
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",1,"Weekly","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","Daily",0,NA,1,"Seek support from family",1,1,1,0,1,0,0,1,1,1,1,4,6,0.5,0,0,3,1,1,3,0.545454545454545,0.484848484848485,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","Daily",1,"Call/go to police",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,3,0.583333333333333,0.472222222222222,"Verbal"
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","Daily",1,"Call/go to police",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,3,0.583333333333333,0.472222222222222,"Denial_of_Needs"
1,"50 – 59 years","Widowed","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Don't know","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,2,0.666666666666667,0,0,1,3,0.333333333333333,0.597222222222222,"Verbal"
1,"50 – 59 years","Widowed","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Don't know","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,2,0.666666666666667,0,0,1,3,0.333333333333333,0.597222222222222,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Rural",0,"Monthly","Some coping mechanisms (1-4)",0,0.333333333333333,"Feels safe","Uncommon","Not at all","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,0,0,1,2,0.166666666666667,0.75,"Denial_of_Communication"
1,"60 years and older","Living with Partner","College",1,"Other",0,"Less","Urban",0,"Never","No coping mechanisms",0.333333333333333,NA,"DK/Refusal","Don't know","Somewhat","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,2,0.666666666666667,1,2,0.5,0.722222222222222,"Denial_of_Communication"
1,"18 – 29 years","Single","Technical / vocational",0,"Student",0,NA,"Rural",0,NA,"Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Daily",1,"Seek support from family",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,3,1,3,1,1,2,0.833333333333333,0.402777777777778,"Denial_of_Communication"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Rural",0,"Never","Some coping mechanisms (1-4)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","Once or twice a month",1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,0,0,3,1,1,3,0.583333333333333,0.472222222222222,"Verbal"
1,"50 – 59 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",0,NA,"Rural",0,"Never","Some coping mechanisms (1-4)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","Once or twice a month",1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,0,0,3,1,1,3,0.583333333333333,0.472222222222222,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,2,0.666666666666667,1,3,0.583333333333333,0.472222222222222,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,2,0.666666666666667,2,0.666666666666667,1,3,0.583333333333333,0.472222222222222,"Denial_of_Communication"
1,"50 – 59 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","Not at all","2-3 times per week",1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,0,0,0,0,1,3,0.166666666666667,0.4,"Denial_of_Needs"
