"disability_status","DV_Exposure","WellBeing_Score"
1,0,0.466666666666667
1,0,0.7
0,0,0.851851851851852
0,0,0.944444444444444
0,0,0.939393939393939
0,1,0.833333333333333
0,0,0.75
0,0,0.791666666666667
0,0,0.638888888888889
1,0,0.881818181818182
0,0,0.597222222222222
0,0,0.888888888888889
0,0,0.833333333333333
0,0,0.958333333333333
0,0,0.666666666666667
0,0,0.958333333333333
0,0,0.944444444444444
0,0,0.944444444444444
0,0,0.847222222222222
0,0,0.702020202020202
1,0,0.9
0,0,0.736111111111111
0,0,0.944444444444444
0,0,0.925925925925926
1,0,0.766666666666667
0,0,0.888888888888889
0,1,0.791666666666667
0,1,0.861111111111111
1,1,0.4
0,1,0.62037037037037
0,1,0.333333333333333
0,1,0.333333333333333
0,1,0.713383838383838
0,1,0.484848484848485
0,1,0.472222222222222
0,1,0.597222222222222
0,1,0.75
0,1,0.722222222222222
0,1,0.402777777777778
0,1,0.472222222222222
0,1,0.472222222222222
1,1,0.4
0,1,0.541666666666667
0,1,0.638888888888889
0,1,0.625
1,1,0.65
0,1,0.597222222222222
0,1,0.680555555555556
0,1,0.347222222222222
1,1,0.4
0,1,0.513888888888889
1,1,0.264772727272727
0,1,0.75
0,1,0.611111111111111
0,1,0.537037037037037
0,1,0.444444444444444
0,1,0.583333333333333
0,1,0.611111111111111
0,1,0.75
1,1,0.4625
0,1,0.333333333333333
0,1,0.583333333333333
0,1,0.666666666666667
0,1,0.319444444444444
1,1,0.4
1,1,0.2
0,1,0.12962962962963
0,1,0.833333333333333
1,1,0.375
0,1,0.722222222222222
0,1,0.305555555555556
0,1,0.527777777777778
0,1,0.597222222222222
0,1,0.703703703703704
0,1,0.694444444444444
1,1,0.568181818181818
0,1,0.685185185185185
0,1,0.694444444444444
0,1,0.685185185185185
1,1,0.475
1,1,0.433333333333333
1,1,0.5625
0,1,0.797979797979798
1,1,0.3625
0,1,0.569444444444444
0,1,0.597222222222222
0,1,0.319444444444444
0,1,0.319444444444444
1,1,0.4875
0,1,0.527777777777778
0,1,0.580555555555555
1,1,0.15
0,0,0.722222222222222
1,1,0.331818181818182
1,0,0.65
0,0,0.685185185185185
0,0,0.601851851851852
0,0,0.625
0,1,0.597222222222222
0,0,0.685185185185185
0,0,0.930555555555556
1,0,0.7625
0,1,0.777777777777778
0,1,0.532407407407407
1,0,0.691666666666667
0,0,0.722222222222222
0,0,0.791666666666667
0,0,0.694444444444444
0,0,0.851851851851852
0,0,0.694444444444444
0,1,0.791666666666667
0,0,0.861111111111111
0,0,0.944444444444444
1,0,0.8
1,0,0.725
1,0,0.8125
1,0,0.695833333333333
1,0,0.7
0,0,0.875
0,0,0.861111111111111
1,0,0.775
1,0,0.825
0,0,0.791666666666667
0,0,0.694444444444444
0,1,0.777777777777778
0,1,0.777777777777778
0,1,0.726851851851852
0,1,0.625
1,1,0.55
0,1,0.583333333333333
0,1,0.527777777777778
0,1,0.777777777777778
0,1,0.833333333333333
0,1,0.685185185185185
0,1,0.643518518518518
0,1,0.481481481481482
0,1,0.833333333333333
0,1,0.527777777777778
0,1,0.777777777777778
0,1,0.625
0,1,0.552777777777778
0,1,0.5
0,1,0.611111111111111
0,1,0.664141414141414
0,1,0.388888888888889
0,1,0.740740740740741
1,1,0.45
0,1,0.527777777777778
0,1,0.805555555555556
1,1,0.475
1,0,0.5125
0,0,0.925925925925926
0,0,0.888888888888889
0,0,0.875
0,0,0.972222222222222
0,0,1
0,0,0.736111111111111
0,0,0.675925925925926
0,0,0.87962962962963
0,0,0.916666666666667
0,0,0.861111111111111
0,0,0.958333333333333
1,0,0.675
1,0,0.9
0,0,0.736111111111111
0,0,0.652777777777778
0,0,0.916666666666667
0,0,0.944444444444444
0,0,0.958333333333333
1,0,0.8
0,0,1
1,0,0.75
0,0,0.847222222222222
1,0,0.775
0,0,1
0,0,0.814814814814815
0,0,0.416666666666667
0,0,0.833333333333333
0,0,0.763888888888889
0,0,0.875
0,0,0.694444444444444
0,0,0.861111111111111
0,0,0.847222222222222
0,1,0.808080808080808
0,1,0.736111111111111
1,1,0.416666666666667
0,1,0.805555555555556
0,1,0.533333333333333
0,1,0.492424242424242
0,0,0.847222222222222
0,0,0.722222222222222
0,0,0.888888888888889
1,0,0.7375
0,0,0.564814814814815
0,0,0.638888888888889
0,0,0.736111111111111
1,0,0.833333333333333
0,0,0.888888888888889
1,0,0.35
0,0,0.837962962962963
0,0,0.763888888888889
0,0,0.930555555555556
0,0,0.916666666666667
0,0,0.916666666666667
0,0,0.731481481481482
1,0,0.65
0,0,0.777777777777778
0,0,0.833333333333333
0,0,0.666666666666667
1,0,0.725
0,0,0.847222222222222
0,0,0.833333333333333
1,0,0.5875
1,0,0.7125
0,0,0.535353535353535
0,0,0.958333333333333
0,0,0.916666666666667
0,0,0.736111111111111
0,0,0.763888888888889
1,0,0.679166666666667
0,0,0.888888888888889
0,0,0.819444444444444
1,0,0.775
0,0,0.888888888888889
0,0,1
0,0,0.888888888888889
0,0,0.819444444444444
0,0,0.652777777777778
0,0,0.444444444444444
0,0,0.819444444444444
0,1,0.722222222222222
1,1,0.5125
0,1,0.638888888888889
1,0,0.7
0,0,0.861111111111111
0,0,0.685185185185185
1,0,0.85
0,0,0.925925925925926
0,0,0.75
0,0,0.527777777777778
0,0,0.819444444444444
0,0,0.805555555555556
0,0,0.972222222222222
0,0,0.972222222222222
1,0,0.620833333333333
0,0,0.962962962962963
0,0,0.875
0,0,0.527777777777778
0,0,0.87962962962963
0,0,0.583333333333333
1,0,0.7375
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.638888888888889
0,0,0.944444444444444
0,0,0.486111111111111
1,0,0.7375
0,0,0.888888888888889
0,0,0.972222222222222
0,0,0.75
1,0,0.6
0,0,0.972222222222222
0,0,0.847222222222222
1,0,0.508333333333333
0,0,0.902777777777778
0,0,0.861111111111111
0,0,0.916666666666667
1,0,0.45
0,0,0.916666666666667
0,0,0.972222222222222
0,0,0.916666666666667
0,0,0.70959595959596
0,0,1
0,0,1
0,0,0.722222222222222
1,0,0.8375
0,0,0.75
1,0,0.5375
0,0,0.972222222222222
0,0,0.638888888888889
0,0,0.944444444444444
1,0,0.780681818181818
0,0,1
0,0,0.75
1,0,0.6375
0,0,0.777777777777778
0,0,0.805555555555556
1,0,0.6125
0,0,0.916666666666667
0,0,0.888888888888889
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.944444444444444
0,0,0.736111111111111
0,0,0.763888888888889
1,0,0.825
0,0,0.916666666666667
0,0,0.833333333333333
0,0,0.777777777777778
1,0,0.825
1,0,0.825
0,0,0.666666666666667
0,0,0.972222222222222
1,0,0.713636363636364
0,0,0.888888888888889
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.886363636363636
0,0,0.736111111111111
0,0,0.847222222222222
1,0,0.725
0,0,0.75
0,0,0.861111111111111
0,0,0.944444444444444
0,0,0.805555555555556
0,0,0.861111111111111
0,0,0.583333333333333
0,0,0.595959595959596
0,0,0.583333333333333
0,0,0.5
0,0,0.916666666666667
0,0,0.916666666666667
1,0,0.725
1,0,0.4625
0,0,0.679292929292929
0,0,0.916666666666667
0,0,0.680555555555556
0,0,0.861111111111111
0,0,0.777777777777778
0,0,0.652777777777778
0,0,0.875
1,0,0.5125
0,0,0.916666666666667
0,0,0.694444444444444
1,0,0.775
0,0,0.726851851851852
0,0,0.777777777777778
1,0,0.8
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.96969696969697
0,0,0.777777777777778
0,0,0.898989898989899
1,0,0.5625
1,0,0.825
1,0,0.65
0,0,0.694444444444444
0,0,0.625
0,0,0.87962962962963
1,0,0.6
0,0,0.75
0,0,0.875
0,0,0.972222222222222
1,0,0.775
0,0,0.916666666666667
1,0,0.7125
1,0,0.8
0,0,0.913888888888889
0,0,0.972222222222222
0,0,0.833333333333333
0,0,0.484848484848485
0,0,0.736111111111111
0,0,0.861111111111111
1,0,0.875
0,0,0.805555555555556
1,0,0.6625
0,0,0.925925925925926
1,0,0.827272727272727
1,0,0.85
0,0,0.875
0,0,0.75
0,0,0.680555555555556
1,0,0.5875
0,0,0.666666666666667
0,0,0.833333333333333
1,0,0.875
0,0,0.583333333333333
0,0,0.955555555555556
0,0,0.925925925925926
0,0,0.939393939393939
1,0,0.575
0,0,0.736111111111111
0,0,1
1,0,0.65
0,0,0.875
0,0,0.819444444444444
0,0,0.972222222222222
0,0,0.805555555555556
0,0,0.916666666666667
0,0,0.782828282828283
0,0,0.888888888888889
0,0,0.96969696969697
1,0,0.5
0,0,0.819444444444444
0,0,0.888888888888889
0,0,0.888888888888889
0,0,0.75
1,0,0.85
0,0,0.652777777777778
0,0,0.944444444444444
0,0,0.777777777777778
0,0,0.617424242424242
1,0,0.5875
0,0,0.625
0,0,0.444444444444444
0,0,0.888888888888889
1,0,0.7125
0,0,0.75
0,0,0.833333333333333
0,0,0.888888888888889
0,0,0.555555555555556
0,0,0.819444444444444
0,0,0.962962962962963
0,0,0.625
1,0,0.875
1,0,0.678409090909091
0,0,0.791666666666667
0,0,0.694444444444444
0,0,0.722222222222222
0,0,0.694444444444444
0,0,0.777777777777778
0,0,0.919191919191919
0,0,0.763888888888889
0,0,0.638888888888889
0,0,0.75
0,0,0.861111111111111
0,0,0.888888888888889
0,0,0.638888888888889
0,0,0.888888888888889
0,0,0.861111111111111
1,0,0.65
1,0,0.9
0,0,0.902777777777778
0,0,0.916666666666667
1,0,0.8
1,0,0.725
0,0,0.819444444444444
0,0,0.819444444444444
0,0,0.819444444444444
0,0,0.833333333333333
0,0,0.75
1,0,0.5375
0,0,0.930555555555556
1,0,0.825
0,0,0.694444444444444
0,0,0.972222222222222
0,0,0.791666666666667
1,0,0.5375
0,0,0.916666666666667
1,0,0.8625
0,0,0.888888888888889
0,0,0.694444444444444
0,0,0.768518518518518
0,0,0.722222222222222
0,0,0.777777777777778
0,0,0.944444444444444
0,0,0.916666666666667
0,0,0.861111111111111
0,0,0.916666666666667
0,0,1
0,0,0.916666666666667
0,0,0.972222222222222
0,0,0.972222222222222
0,0,0.722222222222222
0,0,0.722222222222222
1,0,0.829166666666667
0,0,0.805555555555556
0,0,0.916666666666667
0,0,0.669191919191919
0,0,0.861111111111111
0,0,0.833333333333333
0,0,0.763888888888889
0,0,0.962962962962963
0,0,0.736111111111111
0,0,0.875
0,0,0.75
0,0,0.597222222222222
0,0,0.680555555555556
0,0,0.666666666666667
0,0,0.666666666666667
1,0,0.7
0,0,0.851851851851852
0,0,0.732323232323232
0,0,0.833333333333333
1,0,0.425
1,0,0.5625
1,0,0.775
0,0,0.75
0,0,0.861111111111111
0,0,0.888888888888889
0,0,0.861111111111111
1,0,0.6625
1,0,0.770454545454546
0,0,0.888888888888889
0,0,0.777777777777778
1,0,0.775
0,0,0.791666666666667
0,0,0.694444444444444
0,0,0.916666666666667
0,0,0.972222222222222
0,0,0.851851851851852
0,0,0.752525252525252
0,0,0.680555555555556
0,0,0.680555555555556
0,0,0.777777777777778
0,0,0.819444444444444
0,0,0.680555555555556
1,0,0.651136363636364
1,0,0.68
0,0,0.944444444444444
0,0,0.777777777777778
0,0,1
0,0,0.916666666666667
0,0,0.805555555555556
1,0,0.720833333333333
1,0,0.7125
1,0,0.836363636363636
0,0,1
0,0,0.708333333333333
0,0,0.916666666666667
0,0,0.680555555555556
0,0,0.857323232323232
0,0,0.819444444444444
0,0,1
0,0,0.916666666666667
0,0,0.916666666666667
0,0,0.916666666666667
0,0,0.888888888888889
1,0,0.825
0,0,0.722222222222222
0,0,0.75
1,0,0.725
0,0,0.830555555555556
0,0,1
0,0,0.916666666666667
0,0,0.847222222222222
0,0,0.925925925925926
0,0,0.944444444444444
0,0,0.916666666666667
0,0,0.888888888888889
0,0,0.842592592592593
0,0,0.743686868686869
0,0,0.958333333333333
0,0,0.777777777777778
1,0,0.8
0,0,0.944444444444444
0,0,0.717592592592593
0,0,0.972222222222222
0,0,0.625
0,0,0.878787878787879
0,0,0.731481481481482
0,0,0.791666666666667
0,0,0.777777777777778
1,0,0.7625
0,0,0.888888888888889
0,0,0.722222222222222
0,0,0.972222222222222
0,0,0.666666666666667
0,0,0.680555555555556
1,0,0.509090909090909
0,0,0.888888888888889
0,0,0.847222222222222
0,0,0.847222222222222
0,0,0.773148148148148
0,0,0.875
0,0,0.944444444444444
0,0,0.962962962962963
1,0,0.875
1,0,0.7875
0,0,0.819444444444444
0,0,0.555555555555556
0,0,0.833333333333333
1,0,0.5375
1,0,0.6125
0,0,0.583333333333333
1,0,0.7625
0,0,0.569444444444444
0,0,0.777777777777778
0,0,0.944444444444444
0,0,0.916666666666667
0,0,0.777777777777778
1,0,0.6625
0,0,0.861111111111111
0,0,0.888888888888889
1,0,0.8
0,0,0.816666666666667
0,0,0.75
1,0,0.7875
0,0,1
0,0,0.75
0,0,0.888888888888889
0,0,0.944444444444444
0,0,0.958333333333333
0,0,0.805555555555556
1,0,0.8125
0,0,0.763888888888889
0,0,0.925925925925926
1,0,0.85
0,0,0.777777777777778
0,0,0.861111111111111
0,0,0.833333333333333
1,0,0.425
0,0,0.944444444444444
0,0,0.5
0,0,0.861111111111111
0,0,0.634259259259259
0,0,0.944444444444444
0,0,0.944444444444444
0,0,0.819444444444444
0,0,0.916666666666667
1,0,0.775
0,0,0.944444444444444
0,0,0.652777777777778
0,0,0.736111111111111
0,0,0.796296296296296
0,0,0.666666666666667
0,0,0.708333333333333
0,0,0.791666666666667
1,0,0.8125
0,0,0.833333333333333
0,0,0.638888888888889
0,0,0.842592592592593
0,0,0.916666666666667
0,0,0.833333333333333
0,0,0.666666666666667
0,0,0.736111111111111
0,0,0.740740740740741
0,0,0.847222222222222
1,0,0.8125
0,0,0.847222222222222
0,0,0.916666666666667
0,0,0.833333333333333
0,0,0.75
1,0,0.640909090909091
0,0,0.916666666666667
0,0,0.616161616161616
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.513888888888889
0,0,0.736111111111111
1,0,0.7875
1,0,0.6625
0,0,0.875
1,0,0.676136363636364
0,0,0.513888888888889
0,0,0.875
0,0,0.930555555555556
0,0,0.777777777777778
0,0,0.962962962962963
0,0,0.921296296296296
0,0,1
0,0,0.666666666666667
0,0,0.777777777777778
0,0,0.916666666666667
0,0,0.652777777777778
1,0,0.5375
0,0,0.972222222222222
0,0,0.944444444444444
1,0,0.7
0,0,0.625
0,0,0.861111111111111
1,0,0.35
0,0,0.777777777777778
0,0,0.819444444444444
0,0,0.944444444444444
0,0,1
0,0,0.916666666666667
0,0,0.972222222222222
0,0,0.819444444444444
1,0,0.5625
0,0,0.888888888888889
0,0,0.875
0,0,0.916666666666667
0,0,0.888888888888889
0,0,0.736111111111111
0,0,0.861111111111111
1,0,0.754166666666667
0,0,0.944444444444444
0,0,0.648148148148148
1,0,0.675
0,0,0.888888888888889
0,0,0.861111111111111
1,0,0.675
0,0,0.916666666666667
0,0,0.944444444444444
0,0,1
1,0,0.7375
0,0,0.875
0,0,0.833333333333333
0,0,0.916666666666667
1,0,0.85
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.888888888888889
0,0,0.930555555555556
1,0,0.8325
1,0,0.9
0,0,0.762626262626263
1,0,0.675
1,0,0.7375
0,0,0.902777777777778
1,0,0.9
0,0,0.742424242424242
0,0,0.777777777777778
0,0,0.791666666666667
1,0,0.775
0,0,0.611111111111111
0,0,0.861111111111111
0,0,0.647727272727273
0,0,0.722222222222222
1,0,0.65
0,0,0.888888888888889
0,0,0.805555555555556
1,0,0.625
0,0,0.708333333333333
0,0,0.847222222222222
1,0,0.738888888888889
0,0,0.847222222222222
1,0,0.75
0,0,0.851851851851852
0,0,0.888888888888889
0,0,0.805555555555556
0,0,0.791666666666667
0,0,0.555555555555556
1,0,0.621590909090909
0,0,0.902777777777778
1,0,0.575
0,0,0.972222222222222
0,0,1
0,0,0.513888888888889
0,0,0.888888888888889
0,0,0.736111111111111
0,0,0.861111111111111
0,0,0.722222222222222
0,0,1
1,0,0.5375
0,0,0.638888888888889
0,0,0.777777777777778
0,0,1
0,0,0.772727272727273
1,0,0.7
0,0,0.819444444444444
0,0,0.708333333333333
0,0,0.680555555555556
0,0,0.847222222222222
0,0,0.944444444444444
0,0,0.944444444444444
0,0,0.694444444444444
0,0,0.708333333333333
0,0,0.736111111111111
0,0,0.875
0,0,0.861111111111111
0,0,0.680555555555556
0,0,0.75
0,0,0.833333333333333
0,0,0.736111111111111
0,0,0.805555555555556
0,0,0.736111111111111
1,0,0.519318181818182
0,0,0.929292929292929
0,0,0.958333333333333
0,0,0.833333333333333
0,0,0.75
0,0,0.861111111111111
0,0,0.944444444444444
0,0,0.916666666666667
0,0,0.680555555555556
0,0,0.861111111111111
0,0,0.791666666666667
0,0,0.805555555555556
0,0,0.791666666666667
0,0,0.916666666666667
1,0,0.7375
0,0,0.805555555555556
0,0,1
1,0,0.75
1,0,0.596590909090909
0,0,0.805555555555556
0,0,0.625
0,0,0.763888888888889
0,0,0.777777777777778
0,0,0.888888888888889
0,0,0.861111111111111
1,0,0.825
0,0,0.916666666666667
0,0,0.916666666666667
0,0,0.916666666666667
1,0,0.7
0,0,0.888888888888889
0,0,0.888888888888889
1,0,0.875
0,0,0.919191919191919
0,0,1
1,0,0.6625
0,0,0.944444444444444
0,0,0.75
0,0,0.847222222222222
0,0,0.814814814814815
0,0,0.805555555555556
0,0,0.833333333333333
1,0,0.890909090909091
0,0,0.722222222222222
0,0,0.888888888888889
0,0,0.972222222222222
0,0,0.652777777777778
1,0,0.683333333333333
0,0,0.833333333333333
0,0,0.777777777777778
0,0,0.944444444444444
1,0,0.5625
0,0,0.902777777777778
0,0,0.705808080808081
0,0,1
0,0,0.583333333333333
0,0,0.972222222222222
0,0,0.694444444444444
0,0,0.652777777777778
0,0,0.805555555555556
0,0,0.916666666666667
0,0,0.680555555555556
0,0,0.930555555555556
0,0,0.930555555555556
0,0,0.680555555555556
0,0,0.731481481481482
0,0,0.833333333333333
0,0,0.625
0,0,0.814814814814815
0,0,0.819444444444444
0,0,0.75
1,0,0.75
0,0,0.875
1,0,0.8
0,0,0.851851851851852
0,0,0.666666666666667
0,0,0.805555555555556
0,0,0.689814814814815
0,0,0.652777777777778
1,0,0.658333333333333
0,0,0.5
0,0,0.569444444444444
0,0,0.736111111111111
0,0,0.669191919191919
0,0,0.902777777777778
0,0,0.861111111111111
0,0,0.842592592592593
0,0,0.851851851851852
0,0,0.777777777777778
0,0,0.637626262626263
0,0,0.777777777777778
1,0,0.629545454545455
0,0,0.680555555555556
0,0,0.708333333333333
0,0,0.611111111111111
1,0,0.6375
0,0,1
1,0,0.875
1,0,0.675
0,0,0.944444444444444
0,0,0.944444444444444
1,0,0.6625
0,0,0.944444444444444
0,0,0.847222222222222
0,0,0.777777777777778
0,0,0.875
0,0,0.944444444444444
1,0,0.7
0,0,0.708333333333333
0,0,0.652777777777778
0,0,0.833333333333333
0,0,0.777777777777778
0,0,0.805555555555556
0,0,0.847222222222222
NA,0,NA
0,0,0.805555555555556
0,0,0.888888888888889
0,0,0.916666666666667
1,0,0.65
0,0,0.972222222222222
0,0,0.680555555555556
0,0,0.763888888888889
0,0,0.569444444444444
0,0,0.916666666666667
0,0,0.861111111111111
0,0,0.861111111111111
0,0,0.833333333333333
0,0,0.791666666666667
1,0,0.833333333333333
1,0,0.7875
0,0,0.777777777777778
0,0,0.916666666666667
1,0,0.845454545454545
1,0,0.698611111111111
0,0,0.69949494949495
0,0,1
1,0,0.5625
0,0,0.805555555555556
0,0,0.791666666666667
1,0,0.584090909090909
0,0,0.732323232323232
0,0,1
0,0,0.736111111111111
0,0,0.861111111111111
0,0,0.597222222222222
0,0,0.847222222222222
0,0,0.847222222222222
1,0,0.725
0,0,0.847222222222222
0,0,0.916666666666667
0,0,0.833333333333333
0,0,0.755555555555556
1,0,0.775
1,0,0.7
1,0,0.7375
0,0,0.694444444444444
1,0,0.725
0,0,0.972222222222222
1,0,0.7
0,0,0.962962962962963
0,0,0.972222222222222
0,0,0.810185185185185
0,0,0.597222222222222
0,0,0.916666666666667
0,0,0.858585858585859
0,0,0.861111111111111
0,0,0.875
0,0,0.861111111111111
0,0,0.597222222222222
1,0,0.6
0,0,0.888888888888889
0,0,0.851851851851852
0,0,0.837962962962963
0,0,0.888888888888889
1,0,0.579166666666667
0,0,0.833333333333333
0,0,0.888888888888889
0,0,0.925925925925926
0,0,0.652777777777778
1,0,0.65
1,0,0.833333333333333
0,0,0.875
0,0,0.861111111111111
0,0,0.907828282828283
0,0,0.888888888888889
0,0,0.861111111111111
0,0,0.958333333333333
1,0,0.875
0,0,0.958333333333333
1,0,0.8
0,0,0.722222222222222
1,0,0.85
0,0,0.916666666666667
1,0,0.675
0,0,0.861111111111111
0,0,0.717592592592593
0,0,0.916666666666667
0,0,0.916666666666667
0,0,0.944444444444444
1,0,0.7625
0,0,0.962962962962963
0,0,0.847222222222222
0,0,1
0,0,0.708333333333333
0,0,0.680555555555556
0,0,0.842592592592593
0,0,0.777777777777778
0,0,0.972222222222222
0,0,0.805555555555556
0,0,0.907828282828283
0,0,0.861111111111111
0,0,0.819444444444444
0,0,0.875
0,0,0.736111111111111
0,0,0.791666666666667
0,0,0.902777777777778
0,0,0.555555555555556
0,0,0.888888888888889
0,0,0.708333333333333
0,0,0.402777777777778
0,0,0.791666666666667
0,0,0.916666666666667
0,0,0.907828282828283
0,0,0.944444444444444
0,0,0.700757575757576
0,0,0.763888888888889
0,0,0.736111111111111
0,0,0.944444444444444
0,0,0.680555555555556
0,0,0.736111111111111
1,0,0.85
0,0,0.847222222222222
0,0,0.916666666666667
0,0,0.888888888888889
0,0,0.680555555555556
1,0,0.4125
0,0,0.833333333333333
0,0,0.657407407407407
0,0,0.916666666666667
0,0,0.722222222222222
0,0,0.805555555555556
0,0,0.75
0,0,0.763888888888889
0,0,0.49537037037037
0,0,0.708333333333333
0,0,0.708333333333333
0,0,0.861111111111111
0,0,0.833333333333333
0,0,0.810185185185185
0,0,0.861111111111111
1,0,0.6375
0,0,0.929292929292929
0,0,0.962962962962963
1,0,0.85
0,0,0.732323232323232
0,0,0.75
0,0,0.777777777777778
1,0,0.6
1,0,0.6525
0,0,0.75
0,0,0.833333333333333
0,0,0.916666666666667
0,0,0.861111111111111
0,0,0.861111111111111
0,0,0.972222222222222
0,0,0.888888888888889
0,0,0.513888888888889
0,0,0.925925925925926
1,0,0.866666666666667
0,0,0.861111111111111
0,0,0.888888888888889
0,0,0.851851851851852
0,0,0.902777777777778
0,0,0.944444444444444
0,0,0.916666666666667
1,0,0.7625
0,0,0.962962962962963
1,0,0.8125
0,0,1
1,0,0.675
0,0,0.851851851851852
0,0,0.916666666666667
1,0,0.85
0,0,0.902777777777778
0,0,0.837962962962963
0,0,0.861111111111111
0,0,0.583333333333333
0,0,0.930555555555556
0,0,0.628787878787879
1,0,0.7
1,0,0.833333333333333
1,0,0.716666666666667
0,0,0.685185185185185
0,0,0.708333333333333
0,0,0.708333333333333
0,0,0.972222222222222
0,0,0.929292929292929
0,0,0.833333333333333
0,0,0.75
0,0,0.861111111111111
0,0,0.925925925925926
1,0,0.5625
0,0,0.916666666666667
0,0,0.944444444444444
0,0,0.763888888888889
1,0,0.8625
0,0,0.791666666666667
0,0,0.875
0,0,0.657828282828283
0,0,0.916666666666667
0,0,0.685185185185185
0,0,0.791666666666667
0,0,0.5
0,0,0.930555555555556
0,0,0.833333333333333
1,0,0.675
0,0,0.777777777777778
0,0,0.708333333333333
0,0,0.944444444444444
0,0,0.819444444444444
0,0,0.763888888888889
0,0,0.8
0,0,0.842592592592593
0,0,0.568181818181818
0,0,0.625
0,0,0.847222222222222
0,0,0.911111111111111
0,0,0.875
0,0,0.75
0,0,0.972222222222222
0,0,0.888888888888889
0,0,1
0,0,0.819444444444444
0,0,0.819444444444444
0,0,0.972222222222222
0,0,0.791666666666667
0,0,1
1,0,0.775
0,0,0.888888888888889
0,0,0.875
0,0,0.75
0,0,0.925925925925926
0,0,0.763888888888889
0,0,0.805555555555556
1,0,0.630681818181818
0,0,0.972222222222222
0,0,0.916666666666667
0,0,0.962962962962963
0,0,0.771464646464647
0,0,0.708333333333333
0,0,0.888888888888889
1,0,0.833333333333333
0,0,0.666666666666667
0,0,0.680555555555556
0,0,0.930555555555556
0,0,0.916666666666667
0,0,0.958333333333333
0,0,0.847222222222222
0,0,0.944444444444444
1,0,0.6375
0,0,0.825757575757576
0,0,0.911111111111111
0,0,0.888888888888889
0,0,1
0,0,0.944444444444444
0,0,0.75
1,0,0.575
0,0,0.861111111111111
0,0,0.897727272727273
0,0,0.861111111111111
0,0,0.75
0,0,0.833333333333333
0,0,0.819444444444444
0,0,0.777777777777778
0,0,0.597222222222222
0,0,0.819444444444444
1,0,0.658333333333333
0,0,1
1,0,0.75
1,0,0.8
0,0,0.888888888888889
1,0,0.8375
0,0,0.75
0,0,0.805555555555556
0,0,0.944444444444444
